StatisticalSector,NIS9,PostCode,Municipality,NIS5,Arrondissement,NIS2,NUTS3,Province,NIS1_5,NUTS2,Region,NIS1,NUTS1
LE GRIS MONT,56088A182,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
VIEUX SART - TOUT VENT (BOIS),56088A191,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
LA BRUYERE,56088A292,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
GRANDRIEU-CENTRE,56088B00-,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
LAIREU-TERNE COLAS-BELLE VUE,56088B082,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
LA PLAGNE - FRONTIERE,56088B091,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
TAILLE CLAUDE - COUTURE - GENESTRIAUX,56088B199,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
LES PETITS TERNES,56088B29-,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
SAUTIN-CENTRE,56088C00-,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
SAUTIN-HABITATIONS DISPERSEES,56088C09-,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
ROUTE DE MONS,56088C192,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
RANCE-CENTRE,56088D00-,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
LE CANON,56088D01-,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
CAMPING COMMUNAL,56088D062,,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
RANCE-HABITATIONS DISP.- SUD,56088D08-,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
RANCE-HABITATIONS DISP.- NORD,56088D091,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
MONTBLIART-CENTRE,56088E000,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
LA JAGNETTE,56088E063,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
BOIS DE MONTBLIART,56088E082,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
MONTBLIART-HABITATIONS DISP.,56088E091,6470,Sivry-Rance,56088,Thuin,56,BE326,Hainaut,5,BE32,Wallonie,3,BE3
ANTOING-CENTRE,57003A001,7640,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
RUE DE FONTENOY,57003A01-,7640,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
ANTOING PARTIE BASSE,57003A022,7640,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
ANTOING - ZONE INDUSTRIELLE,57003A072,7640,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
GUERONDE,57003A091,7640,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
FONTENOY-CENTRE,57003B00-,7643,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BOURGEON,57003B01-,7643,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
"FONTENOY, SOL MORTIER",57003B0MA,7643,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
"FONTENOY, BANGEON",57003B0PA,7643,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
MAUBRAY-CENTRE,57003C00-,7640,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
VELONCHEAUX,57003C08-,7640,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
MAUBRAY-HABITATIONS DISPERSEES,57003C09-,7640,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
MORLIES,57003C10-,7640,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BURIZIAU,57003C112,7640,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
GRAND CAMP,57003C18-,7640,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
MORLIES - HAB. DISP.-SUD-OUEST,57003C191,7640,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
PERONNES-CENTRE,57003D00-,7640,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CREVECOEUR,57003D08-,,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
PERONNES - HABITATIONS DISP.,57003D091,7640,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
ECAU,57003D182,7640,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BOIS DE PERONNES,57003D19-,,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BRUYELLE-CENTRE,57003E00-,7641,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BRUYELLE - HABITATIONS DISP.,57003E09-,7641,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BRUYELLE - USINES,57003E17-,7641,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CALONNE-CENTRE,57003F00-,7642,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LES CORNICHES DU SUD,57003F08-,7642,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CALONNE - HABITATIONS DISP.,57003F09-,7642,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
ALMANACH,57003F11-,7642,Antoing,57003,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CELLES-CENTRE,57018A000,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CELLES-HABITATIONS DISPERSEES,57018A09-,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
MOLENBAIX-PLACE,57018B000,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
MOLENBAIX - HABITATIONS DISP.,57018B090,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
VERT CHEMIN,57018B19-,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
POTTES-CENTRE,57018C001,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
MARAIS DE LANOIS,57018C01-,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
QUERMIGNIES - CADU,57018C022,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
PETIT MARAIS - ECARTS DU QUENOI ET DU MARAIS DE LANOI,57018C082,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
SEBLES - AUNES - REJET MOULU - HABITATONS DISPERSEES,57018C091,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LE QUENOI,57018C19-,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
ESCANAFFLES-CENTRE,57018D000,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LE CENTRE,57018D0PP,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LA GARE,57018D1PP,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
VELAINES-CENTRE,57018E000,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
VELAINES - HABITATIONS DISP.,57018E090,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CLIPET - MENHART - ARCHIMONT,57018E19-,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
POPUELLES-CENTRE,57018F00-,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
POPUELLES - HABITATIONS DISP.,57018F09-,7760,Celles,57018,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
ESTAIMPUIS-CENTRE,57027A00-,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
PETIT PARIS,57027A01-,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
ESTAIMPUIS - HABITATIONS DISP.,57027A09-,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
EVREGNIES-CENTRE,57027B000,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
EVREGNIES - HABITATIONS DISP.,57027B09-,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
SAINT-LEGER-CENTRE,57027C00-,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CANAL DE L'ESPIERRE - HABITATIONS DISPERSEES - SUD,57027C09-,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CANAL DE L'ESPIERRE - PT LANOI HABITATIONS DISPERSEES-NORD,57027C199,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
ESTAIMBOURG-CENTRE,57027D00-,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LES HEURES CLAIRES,57027D012,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
ESTAIMBOURG-HABITATIONS DISP.,57027D091,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BAILLEUL-CENTRE,57027E00-,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BAILLEUL - HABITATIONS DISP.,57027E09-,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
NECHIN-CENTRE,57027F001,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
GIBRALTAR,57027F01-,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
NECHIN - GARE,57027F022,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
MAROC - FESTINGNE,57027F032,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
NECHIN-HABITATIONS DISP.- SUD,57027F083,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
NECHIN-HABITATIONS DISP.- NORD,57027F091,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LEERS-NORD-CENTRE,57027G000,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LEERS-NORD - HABITATIONS DISP.,57027G09-,7730,Estaimpuis,57027,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
PECQ-CENTRE,57062A000,7740,Pecq,57062,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
PECQ - HABITATIONS DISPERSEES,57062A09-,7740,Pecq,57062,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
WARCOING-CENTRE,57062B000,7740,Pecq,57062,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
WARCOING - HABITATIONS DISP.,57062B090,7740,Pecq,57062,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
HERINNES-CENTRE,57062C000,7742,Pecq,57062,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LEAUCOURT-RIVAGE,57062C081,,Pecq,57062,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
HERINNES-RIVAGE-GRAND COURANT,57062C082,7742,Pecq,57062,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CAVRINNES-HABITATIONS DISP.,57062C091,7742,Pecq,57062,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LEAUCOURT-CENTRE,57062C100,7742,Pecq,57062,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LEAUCOURT - HABITATIONS DISP.,57062C192,7742,Pecq,57062,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
OBIGIES-CENTRE,57062D000,7743,Pecq,57062,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
OBIGIES - HABITATIONS DISP.,57062D09-,7743,Pecq,57062,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
ESQUELMES-CENTRE,57062E00-,7743,Pecq,57062,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
ESQUELMES - HABITATIONS DISP.,57062E09-,7743,Pecq,57062,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
PERUWELZ-CENTRE,57064A00-,7600,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
PERUWELZ-CENTRE- SAINT-CHARLES,57064A002,7600,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LA LOQUETTE - BUISSIERES,57064A011,7600,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BAS CORON,57064A02-,7600,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LE BOCQUET,57064A03-,7600,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
VERT CORON - OUTRE L'EAU,57064A05-,7600,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
PARC - CHAUFFOURS,57064A08-,7600,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
MONT DE PERUWELZ,57064A100,7600,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
TRIEU - CERFONTAINE,57064A190,7600,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
GADROUILLET,57064A20-,7600,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CHASSOUDERIE - NOEUMOULIN,57064A212,7600,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
VERQUESIES,57064A291,7600,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
FAUBOURG DE ROUCOURT-BOUSTIAU,57064A31-,7600,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
FAUBOURG DE ROUCOURT-BOUSTIAU,57064A31-,7601,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
FAUBOURG ROUCOURT-VERMONTOIS,57064A39-,7600,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
WIERS-CENTRE,57064B00-,7608,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
RENGIES,57064B01-,7608,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LA GRIVARDIE,57064B02-,7608,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
QUATRE CHEMINS-RIVAGE-LES BIEZ,57064B089,7608,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
WIERS - HABITATIONS DISP.- EST,57064B09-,7608,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
VERGNE,57064B11-,7608,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
GOURGES-CENTRE,57064B21-,7608,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LA GARENNE,57064B222,7608,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
GOURGES-HABITATIONS DISPERSEES,57064B291,7608,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
GROSMONT,57064B31-,7608,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
PONT DE WIERS,57064B49-,7608,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CALLENELLE-CENTRE,57064C00-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
PONT DE CALLENELLE DE GAULLE,57064C012,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CALLENELLE - HABITATIONS DISP.,57064C09-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
MARAIS,57064C191,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BRASMENIL-CENTRE,57064D00-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CROIX,57064D01-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BRASMENIL - HABITATIONS DISP.,57064D09-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
GROSMONT-CENTRE,57064D11-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
GROSMONT - HABITATIONS DISP.,57064D19-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
WASMES-CENTRE,57064E00-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BRIFFOEIL-CENTRE,57064E01-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BRIFFOEIL - HABITATIONS DISP.,57064E080,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
WASMES-HABITATIONS DISPERSEES,57064E090,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
AUDEMEZ-CENTRE,57064E21-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
AUDEMEZ - HABITATIONS DISP.,57064E29-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BAUGNIES-CENTRE,57064F00-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BAUGNIES - HABITATIONS DISP.,57064F09-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
PONANGE,57064F19-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BRAFFE-CENTRE,57064G00-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
PARADIS ROBIN - FORS CORON - LE QUESNOY,57064G082,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BRAFFE - HABITATIONS DISP.,57064G091,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BURY-CENTRE,57064H00-,7602,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LA CROIX,57064H01-,7602,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BURY-HABITATIONS DISP. - OUEST,57064H08-,7602,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BURY-HABITATIONS DISP. - EST,57064H09-,7602,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
ROUCOURT-CENTRE,57064J00-,7601,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CHAMP LIONNE - LES PRES,57064J09-,7601,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LA ROE,57064J11-,7601,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
ARONDEAU - NOIRE CROUTE,57064J19-,7601,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
ARONDEAU - NOIRE CROUTE,57064J19-,7604,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BON-SECOURS-CENTRE,57064K00-,7600,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BON-SECOURS-CENTRE,57064K00-,7603,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BON-SECOURS-HABITATIONS DISP.,57064K09-,7603,Péruwelz,57064,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
RUMES-CENTRE,57072A00-,7610,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LE SENTIER - LE SARTEAU,57072A01-,7610,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
RUMES-HABITATIONS DISPERSEES,57072A09-,7610,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
RUMES-HABITATIONS DISPERSEES,57072A09-,7611,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CROISETTE,57072A11-,7610,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LA CROIX-ROUGE - LA POTERIE,57072A19-,7610,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LA CROIX-ROUGE - LA POTERIE,57072A19-,7618,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
TAINTIGNIES-CENTRE,57072B001,7618,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
WATTIMEZ - ECUELLE,57072B01-,7618,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
COEUR JOYEUX,57072B08-,7618,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
FLORENT,57072B09-,7618,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
PETIT RUMES,57072B102,7618,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
DERODERIE - CLAIRMAIE,57072B19-,7618,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LA GLANERIE-CENTRE,57072C00-,7611,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BAS PREAU,57072C01-,7611,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LE CRINQUET,57072C08-,7611,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LA GLANERIE - HAB. DISP. - EST,57072C09-,7611,Rumes,57072,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
TOURNAI-CENTRE,57081A00-,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
SEMINAIRE - SAINT-PIAT,57081A011,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
LA MADELEINE,57081A021,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
TOURNAI - PALAIS DE JUSTICE,57081A032,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
TOURNAI - HOTEL DE VILLE,57081A043,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
SAINT-JACQUES,57081A052,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
FAUBOURG DE MARVIS,57081A10-,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
FAUBOURG DE MARVIS,57081A10-,7548,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
CHAUSSEE DE BRUXELLES,57081A190,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
HAMEAU ALLAIRE,57081A200,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
FAUBOURG DE VALENCIENNES,57081A30-,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
FAUBOURG SAINT-MARTIN - CENTRE,57081A401,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
MAROC,57081A412,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
SENTIER DE ERE,57081A422,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
FAUBOURG ST-MARTIN -HAB. DISP.,57081A491,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
FAUBOURG DE LILLE,57081A501,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
VERT BOCAGE,57081A51-,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
RESIDENCE CARBONELLE,57081A522,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
FAUBOURG DE MAIRE,57081A601,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BEAUSEJOUR,57081A612,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
BEAUSEJOUR,57081A612,7503,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
PORT FLUVIAL-QUARTIER INDUSTR.,57081A673,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
FAUBOURG DU CHATEAU,57081A701,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
MAISON DE REPOS,57081A712,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
FAUBOURG MORELLE,57081A801,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
ANCIEN MOULIN DES PIERRES,57081A892,7500,Tournai,57081,Tournai,57,BE327,Hainaut,5,BE32,Wallonie,3,BE3
