StatisticalSector,NIS9,PostCode,Municipality,NIS5,Arrondissement,NIS2,NUTS3,Province,NIS1_5,NUTS2,Region,NIS1,NUTS1
SCHELDE,11002M0PA,2050,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
EKEREN-CENTRUM,11002P00-,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
EKEREN-DORP,11002P01-,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
SCHOONBROEK,11002P02-,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DE GEESTEN,11002P03-,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
HET ZAND,11002P04-,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
LEERHOEKSLAAN,11002P05-,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
VELTWIJCK,11002P09-,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
MARIABURG,11002P100,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DE BIST,11002P111,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DE NOTESCHELP,11002P12-,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
HOGE BIST,11002P192,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
HOEKAKKER,11002P20-,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
LUCASWIJK,11002P21-,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
PRINSHOEVELAND,11002P22-,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
LAGE BIST,11002P23-,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KLAVERVELDEN,11002P242,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
LAAR,11002P291,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
VLOEIENDE,11002P392,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
LEUGENBERG,11002P500,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DE HOEKX,11002P589,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KROMMESTR.- AKKER - BREDESTR.- VELDEN,11002P590,2180,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
OUD MERKSEM,11002Q001,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
MERKSEM-CENTRUM,11002Q012,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
LAATLOS,11002Q021,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
GAGELVELDEN,11002Q03-,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KLUIZEVELDEN,11002Q04-,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
EIGEN HEERD,11002Q052,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DUIVELSHOEK,11002Q072,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
PARK,11002Q091,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
OUDE BAREEL,11002Q10-,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
MERKSEMHEIDE,11002Q11-,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KROONWIJK,11002Q12-,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
MELGESDREEF,11002Q13-,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
TUINWIJK,11002Q14-,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
MERKSEM-DOKKEN,11002Q17-,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
LAMBRECHTSHOEKEN,11002Q201,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
LAARSE BAAN-WEST,11002Q212,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
RIETSCHOORVELDEN,11002Q222,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
LAARSE BAAN-OOST,11002Q233,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KRUISBAANVELDEN,11002Q241,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KRUISBAANVELDEN,11002Q242,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
'T LAAR,11002Q2AA,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
'T LAAR,11002Q2PA,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KLEINE BAREEL,11002Q30-,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
'T FORT,11002Q39-,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
SPORTPALEIS,11002Q49-,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DEURNE - GEMEENTEHUIS,11002R00-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
PLANKENBERG,11002R01-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DEURNE-HET DORP,11002R02-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
GALLIFORT,11002R03-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KREGLINGER,11002R04-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
TER RIVIEREN,11002R05-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
RIVIERENHOF-NOORD,11002R099,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KRONENBURG,11002R101,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BISSCHOPPENHOF,11002R110,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
CONFORTA,11002R12-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
TEN EEKHOVE,11002R13-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KANAAL,11002R172,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KANAAL,11002R172,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BREM,11002R180,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KRUININGE,11002R19-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KRUININGE,11002R19-,2170,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
VENNEBORG,11002R20-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
MORTELHOEK,11002R21-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
ERTBRUGGE,11002R22-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
ZWARTE AREND,11002R23-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
SCHOTENSTEENWEG,11002R24-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
RUGGEVELD,11002R28-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
ERTBRUGGE VELD,11002R29-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
'T MESTPUTTEKE,11002R30-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DRIEKONINGEN,11002R31-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
ARENA,11002R32-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KRIEKENHOF,11002R33-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
MUGGENBERG,11002R34-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
MORKHOVEN,11002R35-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BOTERLAARHOF,11002R39-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BOEKENBERG,11002R401,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DRAKENHOF,11002R41-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BOEKENBERGLEI,11002R42-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
EKSTERLAAR,11002R43-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BOTERLAAR - SILSBURG,11002R44-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
VLIEGVELD,11002R47-,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BOEKENBERGPARK,11002R482,2100,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BORGERHOUT - GEMEENTEHUIS,11002S00-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
FONTEINSTRAAT,11002S01-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DEN BLEEKHOF,11002S02-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KROONSTRAAT-WEST,11002S03-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
HET LAAR,11002S04-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KATTENBERG,11002S05-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
STENENBRUG-ZUID,11002S10-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
COLLEGE,11002S11-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
VAN DE PERRELEI,11002S12-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BOELAERPARK-NOORD,11002S13-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
TE BOELAERPARK,11002S19-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
FOORPLEIN,11002S20-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DEURNE - HUISKENS,11002S28-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
E3 - E39,11002S2MJ,,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DE PEPERBUS,11002S30-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
ST.-ANNA,11002S31-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
LABORATORIUM,11002S41-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
GITSCHOTEL,11002S42-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
CRUYSLEI,11002S43-,2140,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
OP TEN BERGH,11002T00-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
POSTHOF,11002T01-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
HOFVELD,11002T02-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
STUIVENBERG,11002T03-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
OUDE JUSTITIE,11002T04-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
TURKEYEN,11002T05-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
VESTINGEN,11002T09-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
RUYTENBURG,11002T10-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
FRUITHOF,11002T111,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
OUDE BAEN,11002T12-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
MOLENVELD,11002T13-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DE VELDEKENS,11002T14-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
ROOY,11002T180,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DE SCHOM,11002T19-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
GITSCHOTEL,11002T20-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
VOSSTRAETE,11002T21-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
GROENENHOEK,11002T22-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BERCHEMBOS,11002T23-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
TUINWIJK,11002T24-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
HET PRIEEL,11002T25-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
ZURENBORG,11002T30-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
OOSTKWARTIER,11002T39-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
ZILVERBEEK,11002T412,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DE ZEPTEN,11002T42-,2600,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
WILRIJK-CENTRUM,11002U00-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
YPERMAN - STEYTELINCK,11002U01-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
OVERSNES - DUIVELSHOEK,11002U02-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KOORNBLOEM,11002U03-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
SLIJKHOEK - FORT 6,11002U09-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
HONDSNEST - MOLENVELD,11002U10-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
PARKWIJK,11002U11-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
VALAAR - DE BREM,11002U20-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DE BRUYNLAAN-ZUID,11002U21-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DE BRUYNLAAN-NOORD,11002U22-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
OOSTERVELD,11002U30-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
ELSDONK-OOST,11002U31-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
ELSDONK-WEST,11002U32-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
SINT-AUGUSTINUS,11002U33-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
EDEN,11002U40-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
U.I.A. VOORJAARSSTRAAT,11002U41-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
GALLAITLAAN,11002U43-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
INDUSTRIEPARK-OOST,11002U47-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
TER BEKE HOF DREEF,11002U57-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
GROENE HOEK - TER BEKE,11002U5MA,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
GROENE HOEK - TER BEKE,11002U5PA,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DOOY SLOOY,11002U60-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
SCHOONSELHOF - FORT 7,11002U68-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KLAVERBLAD,11002U69-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
HOBOKEN - CENTRUM,11002V00-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KLOOSTERSTRAAT,11002V01-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
VINKEVELDEN,11002V02-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
KAPELSTRAAT,11002V03-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
SPORT PARK BELL,11002V04-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
LEOPOLDLEI,11002V05-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
METALLURGIE - COCKERILL,11002V07-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
PARK ZORGVLIET,11002V099,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
ZWAANTJES,11002V10-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
PORTUGESEHOF,11002V11-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
WEERSTANDLAAN,11002V12-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
HEIDE,11002V13-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
LICHTENBERG,11002V14-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BEGRAAFPLAATS,11002V19-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
MEERLENHOF,11002V20-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
STUIVENBERG,11002V21-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
NACHTEGALENHOF-NOORD,11002V22-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
NACHTEGALENHOF-ZUID,11002V23-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
HOF TER GROEN,11002V29-,2610,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
HOF TER GROEN,11002V29-,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
MORETUSBURG,11002V301,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
VISPUTTEN,11002V312,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
POLDERSTAD,11002V322,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
INDUSTRIEPARK,11002V373,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
POLDERBOS,11002V391,2660,Antwerpen,11002,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BOECHOUT-CENTRUM,11004A00-,2530,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
HOVEREVELD,11004A01-,2530,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
FRUITHOF,11004A02-,2530,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
LANGE KROON,11004A03-,2530,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
MUSSENHOEVE,11004A081,2530,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
HOF VAN BOECHOUT,11004A09-,2530,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
'T VOSKE,11004A10-,2530,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
HELLE,11004A18-,2530,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
SMIDJE-VERSPREIDE BEWONING,11004A19-,2530,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
MOLENVELD,11004A21-,2530,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
GILLEGOMBUURT,11004A220,2530,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
SCHALIEHOEVEBUURT,11004A23-,2530,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
VOGELWEIDE,11004A242,2530,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BOSHOEK,11004A29-,2530,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
VREMDE-DORP,11004B000,2531,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BROECHEMSE STEENWEG,11004B010,2531,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
NIEUWE WIJK,11004B022,2531,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
TOEFFELHOEK,11004B081,2531,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BLOEMENHOF - VREMDERMOLEN,11004B090,2531,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
ACHTERSTE HOEVEN,11004B19-,2531,Boechout,11004,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BOOM-CENTRUM,11005A00-,2850,Boom,11005,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
ADVOKAATSTRAAT,11005A01-,2850,Boom,11005,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
DE HOEK,11005A02-,2850,Boom,11005,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
BOOM STATION-F. DE SCHUTTERL.,11005A03-,2850,Boom,11005,Antwerpen,11,BE211,Antwerpen,1,BE21,Vlaanderen,2,BE2
